company_id,company_name,broad_sector,pe_ratio,pb_ratio,ev_ebitda,FCF_yield_pct,5yr_median_PE,PE_vs_sector_median_pct,flag
ICICIBANK,ICICI Bank Ltd,Financials,19.43,8.09,31.06,12.328490996265876,37.82,-48.62506610259123,Discount
ICICIBANK,ICICI Bank Ltd,Financials,12.77,9.84,34.73,16.20871949835848,37.82,-66.23479640401904,Discount
ICICIBANK,ICICI Bank Ltd,Financials,78.39,13.83,10.71,5.532373701823384,37.82,107.27128503437335,Caution
ICICIBANK,ICICI Bank Ltd,Financials,78.87,1.36,26.95,-0.31834167741396946,37.82,108.5404547858276,Caution
ICICIBANK,ICICI Bank Ltd,Financials,25.76,6.2,38.28,11.922482849094084,37.82,-31.887890005288206,Discount
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financials,63.73,12.4,13.56,0.35957992510225645,37.82,68.50872554204123,Caution
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financials,66.71,8.08,12.94,0.0861430355591849,37.82,76.38815441565308,Caution
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financials,15.87,12.74,8.84,0.18437650648789927,37.82,-58.038075092543636,Discount
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financials,76.8,0.56,32.16,0.7084048880696927,37.82,103.06716023268112,Caution
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financials,71.57,4.53,11.31,0.10753800224732694,37.82,89.23849814912742,Caution
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financials,20.83,12.38,22.57,-0.4580499077779285,37.82,-44.92332099418297,Discount
INDUSINDBK,IndusInd Bank Ltd,Financials,68.96,5.36,33.37,-0.4893040201345426,37.82,82.3373876255949,Caution
INDUSINDBK,IndusInd Bank Ltd,Financials,60.27,1.94,31.44,-0.9353457897400934,37.82,59.360126916975155,Caution
INDUSINDBK,IndusInd Bank Ltd,Financials,71.98,0.61,32.08,0.9022150717027819,37.82,90.3225806451613,Caution
INDUSINDBK,IndusInd Bank Ltd,Financials,8.99,3.7,28.79,-0.9318740380280294,37.82,-76.22950819672131,Discount
INFY,Infosys Ltd,Information Technology,32.63,10.31,30.95,3.131655572581789,49.555,-34.15397033599031,Discount
INFY,Infosys Ltd,Information Technology,26.14,13.59,31.82,3.6313169575454136,49.555,-47.250529714458686,Discount
INFY,Infosys Ltd,Information Technology,31.65,1.88,24.03,3.721636165483392,49.555,-36.13157098173747,Discount
IOC,"Indian Oil Corporation
",Energy,15.28,13.46,10.22,1.1355147456170374,42.37,-63.93674769884352,Discount
IOC,"Indian Oil Corporation
",Energy,79.84,7.17,29.72,1.6032369457924585,42.37,88.43521359452444,Caution
IOC,"Indian Oil Corporation
",Energy,77.78,0.97,16.74,1.778292791888969,42.37,83.57328298324288,Caution
IOC,"Indian Oil Corporation
",Energy,28.61,4.24,33.71,5.013452848584903,42.37,-32.47580835496813,Discount
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,12.08,2.09,33.44,0.03961924663987393,44.144999999999996,-72.63563257447049,Discount
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,22.05,11.74,14.17,0.05973511786161755,44.144999999999996,-50.05096839959224,Discount
IRFC,Indian Railway Finance Corporation Ltd,Financials,24.73,1.86,14.21,-3.3058608546632215,37.82,-34.61131676361713,Discount
IRFC,Indian Railway Finance Corporation Ltd,Financials,74.92,11.42,32.61,-6.0678041939624325,37.82,98.09624537281861,Caution
IRFC,Indian Railway Finance Corporation Ltd,Financials,9.81,3.91,16.66,0.3022515817966453,37.82,-74.06134320465362,Discount
ITC,"ITC Ltd
",Consumer Staples,69.58,1.15,17.46,5.831032949205599,37.735,84.39114880084801,Caution
ITC,"ITC Ltd
",Consumer Staples,72.45,1.41,34.43,5.2102554426154555,37.735,91.9968199284484,Caution
ITC,"ITC Ltd
",Consumer Staples,73.65,6.34,27.19,3.4145617607461523,37.735,95.17689148005832,Caution
JINDALSTEL,Jindal Steel & Power Ltd,Materials,73.96,8.84,9.73,1.7423006649863872,40.61,82.12262989411474,Caution
JINDALSTEL,Jindal Steel & Power Ltd,Materials,77.64,5.73,20.22,1.5149224017057301,40.61,91.18443733070673,Caution
JIOFIN,Jio Financial Services Ltd,Financials,65.98,7.88,14.61,0.18068888627063415,37.82,74.45795875198309,Caution
JSWENERGY,JSW Energy Ltd,Energy,71.29,3.09,30.82,5.54499093244118,42.37,68.25584139721504,Caution
JSWENERGY,JSW Energy Ltd,Energy,24.79,9.88,35.95,5.622774600247695,42.37,-41.49162143025726,Discount
JSWSTEEL,JSW Steel Ltd,Materials,8.68,9.24,33.75,1.1096601057761146,40.61,-78.62595419847328,Discount
JSWSTEEL,JSW Steel Ltd,Materials,69.27,4.37,35.49,0.4622898870837622,40.61,70.57375030780595,Caution
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,73.13,3.75,28.96,1.8255087825693355,37.82,93.36329984135376,Caution
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,75.47,6.71,29.17,-0.26574085576514944,37.82,99.55050237969328,Caution
LICI,Life Insurance Corporation of India,Financials,20.36,2.12,10.34,27.656945420175273,37.82,-46.1660497091486,Discount
LICI,Life Insurance Corporation of India,Financials,13.18,2.48,28.3,-2.2027235864881685,37.82,-65.15071390798519,Discount
LICI,Life Insurance Corporation of India,Financials,76.58,7.85,20.73,26.71029493517564,37.82,102.48545742993124,Caution
LODHA,Macrotech Developers Ltd,Real Estate,13.49,1.97,18.41,0.1510707319593967,49.505,-72.75022724977275,Discount
LT,Larsen & Toubro Ltd,Industrials,18.62,6.6,10.51,1.104286041956403,49.83,-62.63295203692555,Discount
LT,Larsen & Toubro Ltd,Industrials,13.01,9.07,9.08,3.3417700209049626,49.83,-73.89123018262092,Discount
LT,Larsen & Toubro Ltd,Industrials,18.77,11.91,15.77,2.2179459161225954,49.83,-62.331928557094116,Discount
LT,Larsen & Toubro Ltd,Industrials,29.41,13.63,6.88,2.4289590010873314,49.83,-40.97932972105157,Discount
LT,Larsen & Toubro Ltd,Industrials,30.8,2.48,16.63,1.624225556254571,49.83,-38.18984547461368,Discount
LTIM,LTIMindtree Ltd,Information Technology,30.49,14.47,39.4,0.18103748919045895,49.555,-38.47240439915246,Discount
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,76.49,7.02,9.79,-0.25455360204941474,44.144999999999996,73.26990599161853,Caution
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,8.87,14.35,22.42,0.5878381920446071,44.144999999999996,-79.9071242496319,Discount
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,14.22,0.81,29.08,-0.1349121657579849,44.144999999999996,-67.78797145769623,Discount
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,11.64,1.03,22.36,0.25904508793124714,44.144999999999996,-73.63234794427454,Discount
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,14.7,14.19,31.01,0.7174765015997039,44.144999999999996,-66.70064559972818,Discount
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,20.78,8.26,29.97,1.117189063213132,44.144999999999996,-52.927851398799405,Discount
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,76.33,10.98,30.36,1.8036623793008983,44.144999999999996,72.90746403896252,Caution
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,26.19,14.98,14.34,3.6913115843025044,44.144999999999996,-40.67278287461773,Discount
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,9.54,2.38,33.39,5.178884656132732,44.144999999999996,-78.38939857288482,Discount
NAUKRI,Info Edge (India) Ltd,Communication Services,24.1,14.39,17.67,0.11417155218872656,48.23,-50.0311009744972,Discount
NAUKRI,Info Edge (India) Ltd,Communication Services,26.32,6.43,35.18,0.10843824268577858,48.23,-45.42815674891146,Discount
NAUKRI,Info Edge (India) Ltd,Communication Services,32.88,8.33,11.87,0.12450684117204995,48.23,-31.82666390213559,Discount
NESTLEIND,Nestle India Ltd,Consumer Staples,64.83,4.06,23.34,0.19674768447693003,37.735,71.80336557572545,Caution
NESTLEIND,Nestle India Ltd,Consumer Staples,79.55,5.8,24.33,0.2218544035725972,37.735,110.8122432754737,Caution
NESTLEIND,Nestle India Ltd,Consumer Staples,20.87,13.55,10.3,0.15688792839236412,37.735,-44.69325559825096,Discount
NESTLEIND,Nestle India Ltd,Consumer Staples,11.53,1.76,33.06,0.18723531621936304,37.735,-69.44481250828143,Discount
NHPC,"NHPC Ltd
",Energy,78.1,6.89,38.35,0.3780547184575399,42.37,84.32853434033514,Caution
NHPC,"NHPC Ltd
",Energy,71.17,13.74,18.26,0.39864301641414635,42.37,67.97262213830541,Caution
NTPC,NTPC Ltd,Energy,22.83,7.06,14.72,4.343722053425963,42.37,-46.117535992447486,Discount
NTPC,NTPC Ltd,Energy,79.29,12.24,9.96,4.942890545825544,42.37,87.13712532452209,Caution
ONGC,Oil & Natural Gas Corpn Ltd,Energy,16.47,6.68,11.25,14.920260480522508,42.37,-61.1281567146566,Discount
ONGC,Oil & Natural Gas Corpn Ltd,Energy,18.15,10.36,11.72,25.444806036640085,42.37,-57.163087089922115,Discount
PFC,Power Finance Corporation Ltd,Financials,71.66,1.56,34.04,-3.5152719615297783,37.82,89.47646747752512,Caution
PFC,Power Finance Corporation Ltd,Financials,15.39,8.05,39.59,0.3259329256756952,37.82,-59.307244843997886,Discount
PIDILITIND,Pidilite Industries Ltd,Materials,17.69,11.27,15.11,0.4807686016341694,40.61,-56.439300664860866,Discount
PIDILITIND,Pidilite Industries Ltd,Materials,78.98,3.06,24.87,0.6843538269680853,40.61,94.48411721250925,Caution
PIDILITIND,Pidilite Industries Ltd,Materials,68.76,12.53,39.1,0.718091436769934,40.61,69.31790199458263,Caution
